epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_balanced_accuracy,val_auc_roc,val_average_precision,learning_rate
1,0.008893628966864239,0.9992256381692456,0.0,0.0,0.0,0.5,0.5785231548798033,0.0009301369469896745,4.522542485937369e-05
2,0.008491186468944908,0.9992256381692456,0.0,0.0,0.0,0.5,0.5934562586583928,0.0009212796388769909,3.2725424859373684e-05
3,0.008373409775603984,0.9992256381692456,0.0,0.0,0.0,0.5,0.6798323134080579,0.023914392469492427,1.7274575140626315e-05
4,0.008110352221910838,0.9992256381692456,0.0,0.0,0.0,0.5,0.7324554247812265,0.006046319519806307,4.774575140626316e-06
5,0.007652651085401603,0.9992256381692456,0.0,0.0,0.0,0.5,0.7539132118963932,0.01115410613479639,0.0
