epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_balanced_accuracy,val_auc_roc,val_average_precision,learning_rate
1,0.010768361920630909,0.9990234375,0.0,0.0,0.0,0.5,0.6256109481915934,0.0026041666666666665,0.0
