epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_balanced_accuracy,val_auc_roc,val_average_precision,learning_rate
1,0.011149752899527243,0.9990234375,0.0,0.0,0.0,0.5,0.7536656891495601,0.003952569169960474,0.0
