epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_balanced_accuracy,val_auc_roc,val_average_precision,learning_rate
1,0.036143831282288374,0.9990234375,0.0,0.0,0.0,0.5,0.9853372434017595,0.0625,0.0
