epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_balanced_accuracy,val_auc_roc,val_average_precision,learning_rate
1,0.13969362988427747,0.984375,0.0,0.0,0.0,0.5,0.031746031746031744,0.016129032258064516,0.0
