epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_balanced_accuracy,val_auc_roc,val_average_precision,learning_rate
1,0.07180244697519811,0.9990234375,0.0,0.0,0.0,0.5,0.8074291300097751,0.005050505050505051,0.0
