model_name,feature_set,best_auc_roc,average_precision,balanced_accuracy,accuracy,precision,recall,f1_score,auc_roc,best_child_run_name
ResNet-50,,0.6666666666666666,0.045454545454545456,0.5,0.984375,0.0,0.0,0.0,0.6666666666666666,ResNet-50_trial_001
